순위,소환사,티어,LP,레벨,모스트 챔피언,승률
9844,"Stanley Finkler
#NA1",diamond 1,11,592,"우디르, 볼리베어, 바이","15승
12패
56%"
9845,"Pigeon Adhésif
#8464",diamond 1,11,95,"르블랑, 유미, 카사딘","98승
46패
68%"
9846,"Quach
#Daddy",diamond 1,11,931,"이즈리얼, 리 신, 코르키","34승
41패
45%"
9847,"HoneyBadger3k
#NA1",diamond 1,11,513,"피들스틱, 세주아니, 바이","34승
39패
47%"
9848,"AllusiveChris
#NA1",diamond 1,11,661,"시비르, 세나, 나미","103승
89패
54%"
9849,"Saber
#6378",diamond 1,11,815,"멜, 노틸러스, 밀리오","49승
42패
54%"
9850,"laughin1
#NA1",diamond 1,11,282,"룰루, 나미, 초가스","114승
103패
53%"
9851,"Laryy
#larry",diamond 1,11,352,"럭스, 쓰레쉬, 렐","167승
165패
50%"
9852,"Deabshcha
#4655",diamond 1,11,40,"사일러스, 모데카이저, 야스오","62승
35패
64%"
9853,"jinsoulz
#007",diamond 1,11,80,"카이사, 자이라, 알리스타","19승
20패
49%"
9854,"fck lovx
#1v9",diamond 1,11,71,"피즈, 나피리, 벨코즈","73승
49패
60%"
9855,"te amo
#buzz",diamond 1,11,44,"트리스타나, 사미라, 케이틀린","37승
27패
58%"
9856,"Ridraxga
#NA1",diamond 1,11,107,"모데카이저, 우르곳, 가렌","44승
40패
52%"
9857,"Healer 25HC
#Glad",diamond 1,11,167,"소라카, 룰루, 럭스","26승
30패
46%"
9858,"Doctor Hunt
#NA1",diamond 1,11,166,"이즈리얼, 애쉬, 올라프","26승
30패
46%"
9859,"Fat Cat Owner
#NA1",diamond 1,11,183,"우디르, 트런들, 잭스","59승
50패
54%"
9860,"sdzmcd
#1020",diamond 1,11,300,"요네, 아칼리, 트린다미어","95승
93패
51%"
9861,"oOYasuoOoBOT
#NA1",diamond 1,11,130,"트위스티드 페이트, 말파이트, 나피리","68승
44패
61%"
9862,"z E N M A z
#sdlg",diamond 1,11,117,"비에고, 다이애나, 리 신","40승
53패
43%"
9863,"bluette
#silly",diamond 1,11,671,"세라핀, 흐웨이, 룰루","61승
51패
54%"
9864,"RockMan
#CN1",diamond 1,10,257,"리 신, 다리우스, 카밀","45승
44패
51%"
9865,"Travieso
#AT2",diamond 1,10,386,"오른, 초가스, 판테온","31승
30패
51%"
9866,"haley
#11x17",diamond 1,10,712,"유미, 룰루, 오로라","16승
10패
62%"
9867,"别杀我我把闺蜜推你
#你老婆",diamond 1,10,686,"나미, 룰루, 유미","38승
31패
55%"
9868,"insertbestname
#NA1",diamond 1,10,760,"우르곳, 아트록스, 암베사","44승
60패
42%"
9869,"Walking Mushroom
#Gugu",diamond 1,10,"1,145","갈리오, 요네, 사일러스","39승
53패
42%"
9870,"Praneeth
#NA1",diamond 1,10,821,"제이스, 라이즈, 이즈리얼","65승
46패
59%"
9871,"Sayarin
#225",diamond 1,10,612,"바루스, 코르키, 판테온","23승
20패
53%"
9872,"Haže
#TM174",diamond 1,10,"1,002","애쉬, 바루스, 루시안","104승
124패
46%"
9873,"dunlop
#AWS",diamond 1,10,907,"탈리야, 이렐리아, 흐웨이","21승
24패
47%"
9874,"shoebroo
#NA1",diamond 1,10,520,"제라스, 자이라, 다이애나","111승
94패
54%"
9875,"RustlerOfJimmys
#NA1",diamond 1,10,572,"노틸러스, 세라핀, 녹턴","34승
43패
44%"
9876,"BortSnort
#NA1",diamond 1,10,857,"누누와 윌럼프, 킨드레드, 오공","94승
84패
53%"
9877,"Delay No More
#NA1",diamond 1,10,671,"다리우스, 오공, 잭스","43승
29패
60%"
9878,"Vincarrit
#20530",diamond 1,10,44,"사일러스, 야스오, 요네","78승
59패
57%"
9879,"ngot nhu mia lui
#4580",diamond 1,10,52,"사일러스, 이렐리아, 요네","103승
83패
55%"
9880,"poncho pete
#rain",diamond 1,10,43,"그웬, 리 신, 렐","13승
6패
68%"
9881,"moar scars 4 u
#NA1",diamond 1,10,61,"워윅, 케인, 비에고","131승
86패
60%"
9882,"Gems7
#NA1",diamond 1,10,95,"타릭, 알리스타, 케이틀린","21승
26패
45%"
9883,"fxck boi
#zzz",diamond 1,10,117,"야스오, 사일러스, 제드","79승
73패
52%"
9884,"haruki
#blssm",diamond 1,10,699,"아리, 비에고, 릴리아","29승
23패
56%"
9885,"Qiannyolis
#NA1",diamond 1,10,58,엘리스,"27승
14패
66%"
9886,"Lapizz
#NA1",diamond 1,10,441,"다리우스, 일라오이, 암베사","27승
27패
50%"
9887,"Viable
#NA2",diamond 1,10,967,"애쉬, 카이사, 제리","42승
55패
43%"
9888,"Víscaria
#2180",diamond 1,10,661,"바드, 라칸, 마오카이","35승
39패
47%"
9889,"Address Copied
#NA1",diamond 1,9,591,"다이애나, 비에고, 카직스","72승
67패
52%"
9890,"Ma Bư Của Nie
#0612",diamond 1,9,460,"베인, 제드, 리 신","79승
71패
53%"
9891,"doogie0119
#NA1",diamond 1,9,292,"바루스, 미스 포츈, 트리스타나","18승
18패
50%"
9892,"Verm447 Reloaded
#NA99",diamond 1,9,566,"아리, 탈리야, 오로라","56승
54패
51%"
9893,"Noms
#boy",diamond 1,9,922,"가렌, 그라가스, 다리우스","112승
113패
50%"
9894,"Andrewkewl
#NA1",diamond 1,9,381,"알리스타, 럼블, 크산테","25승
26패
49%"
9895,"Skaddadle
#NA1",diamond 1,9,519,"아칼리, 오공, 갈리오","30승
36패
45%"
9896,"GAYB
#NA1",diamond 1,9,276,"리 신, 그레이브즈, 헤카림","49승
40패
55%"
9897,"Megaforce
#2009",diamond 1,9,739,"비에고, 리 신, 오공","154승
160패
49%"
9898,"Blurfury
#NA1",diamond 1,9,761,"소라카, 룰루, 모르가나","112승
105패
52%"
9899,"Ontario Steve
#NA1",diamond 1,9,719,"아우렐리온 솔, 미스 포츈, 드레이븐","45승
33패
58%"
9900,"Dominant Daddy
#grr",diamond 1,9,629,"트리스타나, 아리, 아펠리오스","20승
32패
38%"
9901,"xiaozaoxiaozao
#0909",diamond 1,9,387,"미스 포츈, 렉사이, 갈리오","102승
121패
46%"
9902,"CanaryBro
#NA1",diamond 1,9,820,"사일러스, 조이, 요네","195승
174패
53%"
9903,"dogp
#DP1",diamond 1,9,273,"진, 코르키, 이즈리얼","28승
25패
53%"
9904,"エレンDieg0xizzzジョー
#RyoAn",diamond 1,9,417,"비에고, 오공, 자르반 4세","61승
50패
55%"
9905,"FløssyJestêr
#KxK",diamond 1,9,84,"세트, 레넥톤, 사이온","88승
64패
58%"
9906,"Oruga Triste
#Sad",diamond 1,9,157,"그레이브즈, 다이애나, 에코","59승
55패
52%"
9907,"Orome
#Fiora",diamond 1,9,601,"빅토르, 미스 포츈, 진","41승
44패
48%"
9908,"dash snow
#blehh",diamond 1,9,151,"애니, 아리, 빅토르","95승
86패
52%"
9909,"qrz
#NA1",diamond 1,9,69,"리 신, 그레이브즈, 빅토르","26승
25패
51%"
9910,"疯 狗
#2000",diamond 1,9,65,"징크스, 케이틀린, 이즈리얼","45승
32패
58%"
9911,"Mewtid
#NA1",diamond 1,9,64,"헤카림, 벨베스, 트리스타나","112승
89패
56%"
9912,"4FUN 4FUN
#QC1",diamond 1,9,63,"우디르, 미스 포츈, 자르반 4세","19승
12패
61%"
9913,"XOXO Gossip Girl
#0110",diamond 1,9,284,"탈론, 카서스, 리 신","74승
89패
45%"
9914,"Tiring
#NA1",diamond 1,9,54,"진, 카이사, 사미라","23승
14패
62%"
9915,"FBI Intern
#NA1",diamond 1,9,542,"베인, 질리언, 애쉬","127승
104패
55%"
9916,"Ümbrella
#548",diamond 1,9,71,"카이사, 베인, 루시안","37승
25패
60%"
9917,"Laugh out VV
#NA1",diamond 1,9,319,"비에고, 그웬, 에코","66승
51패
56%"
9918,"lexi
#lamb",diamond 1,9,104,"소라카, 룰루, 나미","18승
21패
46%"
9919,"Cyprus Boy
#NA1",diamond 1,9,166,"애쉬, 드레이븐, 징크스","43승
21패
67%"
9920,"wff011
#NA1",diamond 1,8,380,"암베사, 올라프, 다리우스","32승
33패
49%"
9921,"VoidMommyGaming
#NA1",diamond 1,8,"1,352","렉사이, 문도 박사, 다이애나","77승
89패
46%"
9922,"dullscythe
#2471",diamond 1,8,191,"빅토르, 나르, 레넥톤","51승
50패
50%"
9923,"Paulol
#NA1",diamond 1,8,316,"흐웨이, 빅토르, 스웨인","43승
43패
50%"
9924,"Straws
#NA1",diamond 1,8,625,"릴리아, 벨베스, 오공","66승
69패
49%"
9925,"Get Pyked
#Sup",diamond 1,8,340,"파이크, 세나, 탐 켄치","88승
78패
53%"
9926,"Xiao Jay
#NA1",diamond 1,8,129,"트린다미어, 사일러스, 그레이브즈","91승
68패
57%"
9927,"buway
#bui",diamond 1,8,593,"아크샨, 흐웨이, 스몰더","28승
19패
60%"
9928,"Heavens Karma
#NA1",diamond 1,8,947,"소라카, 타릭, 카르마","33승
44패
43%"
9929,"Avante
#XXX",diamond 1,8,747,"스웨인, 자이라","29승
42패
41%"
9930,"SSILY
#NA1",diamond 1,8,328,"아펠리오스, 카밀, 루시안","29승
25패
54%"
9931,"Spice É
#NA1",diamond 1,8,720,"탐 켄치, 스웨인, 아이번","46승
43패
52%"
9932,"Flamingo
#TOP",diamond 1,8,"1,169","가렌, 그웬, 잭스","108승
104패
51%"
9933,"Changed Guy
#2234",diamond 1,8,722,"징크스, 케이틀린, 나미","102승
87패
54%"
9934,"Kiri 키리
#2001",diamond 1,8,492,"아펠리오스, 징크스, 아지르","36승
35패
51%"
9935,"Tonathan
#NA1",diamond 1,8,761,"징크스, 룰루, 렐","29승
35패
45%"
9936,"vinni the pooh
#NA1",diamond 1,8,575,"잔나, 자이라, 세나","42승
36패
54%"
9937,"Roez
#NA1",diamond 1,8,809,"릴리아, 벨코즈, 사이온","55승
52패
51%"
9938,"Skoge
#NA1",diamond 1,8,359,"가렌, 탐 켄치, 판테온","33승
27패
55%"
9939,"dreams
#εïз",diamond 1,8,818,"유미, 나미, 룰루","94승
88패
52%"
9940,"ProthanaX
#RAM",diamond 1,8,807,"갱플랭크, 갈리오, 벨코즈","27승
25패
52%"
9941,"Marco Rubio
#NA1",diamond 1,8,616,"빅토르, 사이온, 판테온","18승
20패
47%"
9942,"lndominable
#NA1",diamond 1,8,110,"케이틀린, 럭스, 애쉬","38승
25패
60%"
9943,"Wyrocki
#2222",diamond 1,8,592,"판테온, 오공, 비에고","66승
61패
52%"
9944,"ebay account29
#NA1",diamond 1,8,86,"벨코즈, 카시오페아, 애니","70승
82패
46%"
9945,"Saint
#AZUKI",diamond 1,8,190,"카타리나, 바드, 아칼리","47승
40패
54%"
9946,"destiny
#ヘンサキ",diamond 1,8,321,"트위치, 야스오, 다이애나","49승
44패
53%"
9947,"Brojecki
#BLN",diamond 1,8,48,"렐, 벨코즈, 멜","75승
51패
60%"
9948,"EchoTIMA
#7019",diamond 1,8,397,"트리스타나, 바루스, 미스 포츈","57승
51패
53%"
9949,"Rerolling
#MAIN4",diamond 1,8,51,"잭스, 케넨, 비에고","75승
75패
50%"
9950,"Tindlogr
#NA1",diamond 1,8,180,"닐라, 렐, 블리츠크랭크","169승
152패
53%"
9951,"Réprésailles
#4444",diamond 1,8,139,"볼리베어, 바이, 스카너","38승
27패
58%"
9952,"Imponderable
#0911",diamond 1,8,672,"아크샨, 스몰더, 그레이브즈","139승
117패
54%"
9953,"grasshopperkid78
#srss",diamond 1,8,46,"리븐, 요네, 야스오","63승
41패
61%"
9954,"Halloween
#LDFR",diamond 1,8,81,"이렐리아, 빅토르, 사일러스","73승
63패
54%"
9955,"킹크랩
#우르곳",diamond 1,8,340,"우르곳, 모데카이저, 말파이트","110승
121패
48%"
9956,"MOSTSANETETOFAN7
#rot",diamond 1,8,321,"오로라, 애니, 바드","75승
60패
56%"
9957,"Chris Duarte
#NBA",diamond 1,8,242,,"26승
27패
49%"
9958,"Light
#QG80",diamond 1,8,865,"초가스, 가렌, 문도 박사","26승
22패
54%"
9959,"似乎缺少一抹奇幻色彩吧
#再见绘梨",diamond 1,8,251,"닐라, 미스 포츈, 신드라","82승
82패
50%"
9960,"lbwnb666
#NA1",diamond 1,7,366,"미스 포츈, 징크스, 피즈","153승
135패
53%"
9961,"AFK Top Lane
#SPLIT",diamond 1,7,351,"요릭, 뽀삐, 오른","29승
37패
44%"
9962,"Edhboyz
#NA1",diamond 1,7,"1,060","신드라, 요네, 루시안","150승
138패
52%"
9963,"Entomologist
#BUGS",diamond 1,7,798,"우디르, 제리, 누누와 윌럼프","26승
29패
47%"
9964,"CjayoSaurus
#E621",diamond 1,7,648,"흐웨이, 조이, 멜","72승
66패
52%"
9965,"Prixmiz
#NA1",diamond 1,7,992,"헤카림, 다이애나, 아무무","192승
178패
52%"
9966,"Report Bard
#troll",diamond 1,7,410,"바드, 질리언, 릴리아","15승
10패
60%"
9967,"jungkook doop
#NA1",diamond 1,7,489,"라칸, 뽀삐, 브라움","114승
90패
56%"
9968,"lilwhit
#61523",diamond 1,7,463,"바이, 녹턴, 우디르","219승
189패
54%"
9969,"Hails
#6669",diamond 1,7,"1,313","밀리오, 나미, 유미","50승
57패
47%"
9970,"Gherklord
#NA1",diamond 1,7,62,"가렌, 그웬, 다리우스","60승
10패
86%"
9971,"pig343
#NA1",diamond 1,7,543,"렐, 알리스타, 노틸러스","71승
52패
58%"
9972,"ExcaliberPrime
#H33",diamond 1,7,"2,062","아리, 럭스, 니코","430승
465패
48%"
9973,"Oranger
#Its橘子",diamond 1,7,"1,091","신 짜오, 렉사이, 그레이브즈","68승
60패
53%"
9974,"Projecki
#NA1",diamond 1,7,606,"세라핀, 트위치, 세나","86승
77패
53%"
9975,"Séalnce
#NA1",diamond 1,7,869,"세주아니, 밀리오, 브라움","102승
77패
57%"
9976,"Dellon
#NA1",diamond 1,7,685,"징크스, 케이틀린, 이즈리얼","92승
86패
52%"
9977,"FHG Lyons
#2025",diamond 1,7,726,"리 신, 자르반 4세, 아이번","50승
40패
56%"
9978,"PinkPanther605
#NA1",diamond 1,7,422,"탐 켄치, 제라스, 베이가","21승
24패
47%"
9979,"pRosP0rTs
#1013",diamond 1,7,530,"쓰레쉬, 뽀삐, 엘리스","151승
144패
51%"
9980,"KoiBoi
#Dcane",diamond 1,7,599,"브라움, 마오카이, 카밀","78승
76패
51%"
9981,"platapierule
#513",diamond 1,7,791,"쉬바나, 오공, 진","134승
142패
49%"
9982,"Pacemaker
#NA1",diamond 1,7,203,"샤코, 이즈리얼, 파이크","45승
38패
54%"
9983,"Riot FauxFox
#Birb",diamond 1,7,684,"애니비아, 아지르, 브라움","136승
124패
52%"
9984,"C J
#TOPD",diamond 1,7,"1,272","밀리오, 진, 제리","104승
98패
51%"
9985,"Sunny
#1",diamond 1,7,619,"다이애나, 하이머딩거, 제라스","103승
120패
46%"
9986,"CR ProtossSagi
#NA1",diamond 1,7,135,"리 신, 사일러스, 말파이트","98승
95패
51%"
9987,"11 1 24
#anna",diamond 1,7,52,"마스터 이, 아펠리오스, 징크스","56승
65패
46%"
9988,"为小猫爸爸喵喵叫
#Envy",diamond 1,7,228,"탈론, 비에고, 스웨인","125승
112패
53%"
9989,"Jericho Joystick
#501st",diamond 1,7,441,"스웨인, 질리언, 코르키","108승
97패
53%"
9990,"boy kisser 69
#RTRD",diamond 1,7,143,"제이스, 갱플랭크, 렐","163승
143패
53%"
9991,"CHUGCHUGTRAIN
#1111",diamond 1,7,44,"소라카, 잔나","53승
17패
76%"
9992,"The A Train
#Comes",diamond 1,7,375,"갈리오, 워윅, 클레드","57승
51패
53%"
9993,"hant
#win",diamond 1,7,328,"베인, 징크스, 트리스타나","99승
116패
46%"
9994,"wani
#vina",diamond 1,7,445,"진, 미스 포츈, 이즈리얼","12승
4패
75%"
9995,"Lova Possy
#Ytube",diamond 1,7,597,"말자하, 문도 박사, 빅토르","98승
71패
58%"
9996,"Masterthepasterr
#NA1",diamond 1,7,152,"라이즈, 블라디미르, 그라가스","16승
13패
55%"
9997,"Sun Ken Rain
#NA1",diamond 1,7,603,"암베사, 가렌, 트린다미어","20승
17패
54%"
9998,"西伯利亚泰坦龙徒手捏爆小行星
#捏捏捏捏",diamond 1,6,184,"피즈, 카직스, 에코","66승
39패
63%"
9999,"Buttchungus
#1001",diamond 1,6,621,"세나, 노틸러스, 문도 박사","173승
156패
53%"
10000,"QsxwazNA
#NA1",diamond 1,6,466,"요릭, 가렌, 쉬바나","179승
178패
50%"
10001,"Yax
#9041",diamond 1,6,872,"올라프, 오른, 잭스","16승
15패
52%"
10002,"shaymin
#flap",diamond 1,6,502,"암베사, 초가스, 바이","21승
17패
55%"
10003,"xi han
#NA1",diamond 1,6,72,"비에고, 그웬, 카밀","59승
38패
61%"
10004,"rayma
#NA1",diamond 1,6,683,"징크스, 트리스타나, 베인","26승
25패
51%"
10005,"Panderian1
#NA1",diamond 1,6,443,"노틸러스, 레오나, 말자하","17승
8패
68%"
10006,"Marecu
#NA1",diamond 1,6,543,"바루스, 진, 징크스","38승
30패
56%"
10007,"YARIK REFORMED
#NA1",diamond 1,6,640,"멜, 카르마, 애니비아","29승
37패
44%"
10008,"Lemon
#IZY",diamond 1,6,180,"오리아나, 빅토르, 잔나","21승
11패
66%"
10009,"tjuan
#vdh",diamond 1,6,693,"쉬바나, 바드, 우디르","73승
82패
47%"
10010,"LemonKnife
#NA1",diamond 1,6,333,"아펠리오스, 이즈리얼, 카이사","316승
310패
50%"
10011,"梁小圣
#Cincy",diamond 1,6,552,"세라핀, 룰루, 럭스","52승
54패
49%"
10012,"FakeChineseVideo
#China",diamond 1,6,705,"카이사, 코르키, 트리스타나","54승
44패
55%"
10013,"proner
#High",diamond 1,6,493,"미스 포츈, 이즈리얼, 징크스","23승
28패
45%"
10014,"taehyung
#army",diamond 1,6,404,"베인, 알리스타, 트위치","86승
82패
51%"
10015,"FatUglyPig
#6969",diamond 1,6,285,"사이온, 리 신, 그레이브즈","49승
48패
51%"
10016,"Amatsu
#Storm",diamond 1,6,727,"파이크, 비에고, 판테온","62승
54패
53%"
10017,"DonDon1
#Don",diamond 1,6,714,"라칸, 브라움, 레나타 글라스크","42승
32패
57%"
10018,"HAWKTUAHRUGPULL
#HAWK",diamond 1,6,633,"다리우스, 릴리아, 볼리베어","52승
51패
50%"
10019,"YPPH
#808",diamond 1,6,"1,233","다리우스, 크산테, 요네","21승
18패
54%"
10020,"Ye Ishq Hai
#sofia",diamond 1,6,185,"벨베스, 루시안, 베인","72승
55패
57%"
10021,"Emoysim
#1081",diamond 1,6,60,"잭스, 갱플랭크, 바루스","24승
33패
42%"
10022,"月月子大王
#fred",diamond 1,6,212,"럼블, 룰루, 카르마","33승
43패
43%"
10023,"Edu
#ايدو",diamond 1,6,227,"이즈리얼, 나르, 드레이븐","19승
23패
45%"
10024,"Adwynnorn
#NA1",diamond 1,6,68,"유미, 킨드레드, 그레이브즈","49승
36패
58%"
10025,"Yeahn
#2679",diamond 1,6,321,"자크, 갈리오, 카르마","17승
17패
50%"
10026,"Panamanian Top
#IQ79",diamond 1,6,102,"가렌, 암베사, 크산테","32승
37패
46%"
10027,"nazahaki
#3454",diamond 1,6,266,"드레이븐, 미스 포츈, 진","183승
165패
53%"
10028,"IvesMaria1
#NA1",diamond 1,6,107,"다리우스, 세트, 암베사","22승
12패
65%"
10029,"M0TH3R MURD3R3R
#KILL",diamond 1,6,48,"이즈리얼, 카시오페아, 애쉬","31승
21패
60%"
10030,"my qiyana
#00001",diamond 1,6,133,"피들스틱, 키아나, 아칼리","49승
46패
52%"
10031,"Laorlana
#NA1",diamond 1,6,41,"진, 케이틀린, 트위치","25승
18패
58%"
10032,"be careful
#NA1",diamond 1,6,75,"에코, 갈리오, 카이사","26승
13패
67%"
10033,"Hensap
#NA1",diamond 1,6,271,"갈리오, 오로라, 카르마","127승
113패
53%"
10034,"PimpinAxes
#Ambi",diamond 1,6,349,"칼리스타, 카이사, 제리","47승
58패
45%"
10035,"gLjEdLen
#NA1",diamond 1,6,126,"베인, 트리스타나, 빅토르","54승
44패
55%"
10036,"不知春意
#7308",diamond 1,6,331,"에코, 리 신, 요네","166승
170패
49%"
10037,"Fictivision
#NA1",diamond 1,6,398,"갱플랭크, 제이스, 그라가스","82승
85패
49%"
10038,"我上早八
#法师刘海柱",diamond 1,5,755,"이즈리얼, 카이사, 자야","86승
81패
51%"
10039,"Letitia
#CN1",diamond 1,5,811,"파이크, 렐, 헤카림","69승
84패
45%"
10040,"I am Xiao Xuan
#NA1",diamond 1,5,733,"이즈리얼, 빅토르, 흐웨이","18승
12패
60%"
10041,"TooConfucius
#alpha",diamond 1,5,"1,247","흐웨이, 케이틀린, 트위치","236승
227패
51%"
10042,"I NEED MONEY
#PLEAS",diamond 1,5,60,"코르키, 트리스타나, 오공","19승
12패
61%"
10043,"Bengadon
#NA1",diamond 1,5,741,"코르키, 루시안, 아펠리오스","79승
95패
45%"
10044,"crohn collector
#IBS",diamond 1,5,514,"뽀삐, 벨코즈, 브라움","30승
18패
63%"
10045,"Rouse1236
#NA1",diamond 1,5,129,"신드라, 문도 박사, 오리아나","56승
52패
52%"
10046,"TEMU Keria
#777",diamond 1,5,547,"뽀삐, 카르마, 룰루","35승
52패
40%"
10047,"Offering
#NA1",diamond 1,5,161,"엘리스, 판테온, 쓰레쉬","61승
40패
60%"
10048,"Chyvalor
#279",diamond 1,5,443,"다리우스, 문도 박사, 엘리스","75승
60패
56%"
10049,"High Hope
#NA1",diamond 1,5,157,"렐, 룰루, 소라카","28승
20패
58%"
10050,"Opulent Femboy
#uwu",diamond 1,5,562,"카르마, 소라카, 나미","66승
54패
55%"
10051,"Settacular
#Atlas",diamond 1,5,764,"세트, 쉔, 타릭","152승
148패
51%"
10052,"willyrin
#willy",diamond 1,5,693,"베인, 나서스, 징크스","630승
637패
50%"
10053,"Mooks
#Jedi",diamond 1,5,864,"루시안, 닐라, 징크스","194승
171패
53%"
10054,"wowplayer111
#NA1",diamond 1,5,148,"리 신, 자이라, 볼리베어","19승
7패
73%"
10055,"Im Fern
#Fern",diamond 1,5,850,"바이, 에코, 암베사","30승
23패
57%"
10056,"Uzi EDG
#NA1",diamond 1,5,601,"애니, 탈론, 카서스","39승
39패
50%"
10057,"She Is Perfect
#heh",diamond 1,5,418,"징크스, 나미, 미스 포츈","79승
76패
51%"
10058,"Big Papa Raka
#NA1",diamond 1,5,834,"소라카, 잔나, 룰루","160승
175패
48%"
10059,"funny corgiヅ
#corgi",diamond 1,5,663,"애니비아, 빅토르, 스몰더","19승
23패
45%"
10060,"JoeyT16
#NA1",diamond 1,5,78,"렐, 카르마, 누누와 윌럼프","49승
38패
56%"
10061,"wsg shuckiez
#wsg",diamond 1,5,201,"트리스타나, 이즈리얼, 제리","40승
41패
49%"
10062,"zAft
#1673",diamond 1,5,961,"암베사, 크산테, 리 신","136승
145패
48%"
10063,"Blanca
#Doost",diamond 1,5,"1,825","카르마, 다리우스, 탐 켄치","67승
59패
53%"
10064,"xj1v9
#NA1",diamond 1,5,57,"드레이븐, 징크스, 스몰더","24승
22패
52%"
